,zip,name,naics,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,city,stabbr,cty_name
2119018,76272,"VALLEY VIEW, TX",813,3,0,0,0,0,0,0,0,0,0,VALLEY VIEW,TX,COOKE
2118953,76266,"SANGER, TX",813,14,11,3,0,0,0,0,0,0,0,SANGER,TX,DENTON
2118932,76266,"SANGER, TX",624,3,0,0,0,0,0,0,0,0,0,SANGER,TX,DENTON
2118820,76262,"ROANOKE, TX",813,25,16,5,0,0,0,0,0,0,0,ROANOKE,TX,DENTON
2118761,76262,"ROANOKE, TX",624,9,0,0,4,3,0,0,0,0,0,ROANOKE,TX,DENTON
2118734,76262,"ROANOKE, TX",611,13,7,0,4,0,0,0,0,0,0,ROANOKE,TX,DENTON
2118466,76259,"PONDER, TX",813,5,4,0,0,0,0,0,0,0,0,PONDER,TX,DENTON
2118428,76258,"PILOT POINT, TX",813,8,5,3,0,0,0,0,0,0,0,PILOT POINT,TX,DENTON
2118405,76258,"PILOT POINT, TX",611,3,0,0,0,0,0,0,0,0,0,PILOT POINT,TX,DENTON
2118325,76255,"NOCONA, TX",813,12,9,3,0,0,0,0,0,0,0,NOCONA,TX,MONTAGUE
2118316,76255,"NOCONA, TX",624,4,3,0,0,0,0,0,0,0,0,NOCONA,TX,MONTAGUE
2118265,76252,"MUENSTER, TX",813,4,3,0,0,0,0,0,0,0,0,MUENSTER,TX,COOKE
2118254,76252,"MUENSTER, TX",624,3,0,0,0,0,0,0,0,0,0,MUENSTER,TX,COOKE
2118188,76249,"KRUM, TX",813,6,5,0,0,0,0,0,0,0,0,KRUM,TX,DENTON
2118180,76249,"KRUM, TX",624,3,0,0,0,0,0,0,0,0,0,KRUM,TX,DENTON
2118126,76248,"KELLER, TX",813,41,21,5,7,6,0,0,0,0,0,KELLER,TX,TARRANT
2118071,76248,"KELLER, TX",624,20,8,3,4,4,0,0,0,0,0,KELLER,TX,TARRANT
2118026,76248,"KELLER, TX",611,27,13,4,5,3,0,0,0,0,0,KELLER,TX,TARRANT
2117778,76247,"JUSTIN, TX",813,11,8,0,0,0,0,0,0,0,0,JUSTIN,TX,DENTON
2117637,76245,"GORDONVILLE, TX",813,3,3,0,0,0,0,0,0,0,0,GORDONVILLE,TX,GRAYSON
2117621,76244,"KELLER, TX",813,23,17,3,0,0,0,0,0,0,0,KELLER,TX,TARRANT
2117574,76244,"KELLER, TX",624,19,7,0,0,8,0,0,0,0,0,KELLER,TX,TARRANT
2117537,76244,"KELLER, TX",611,21,11,4,3,3,0,0,0,0,0,KELLER,TX,TARRANT
2117308,76241,"GAINESVILLE, TX",813,6,4,0,0,0,0,0,0,0,0,GAINESVILLE,TX,COOKE
2117292,76240,"GAINESVILLE, TX",813,28,20,3,0,0,0,0,0,0,0,GAINESVILLE,TX,COOKE
2117250,76240,"GAINESVILLE, TX",624,12,7,0,0,0,0,0,0,0,0,GAINESVILLE,TX,COOKE
2116998,76234,"DECATUR, TX",813,30,14,8,3,5,0,0,0,0,0,DECATUR,TX,WISE
2116958,76234,"DECATUR, TX",624,7,0,0,3,0,0,0,0,0,0,DECATUR,TX,WISE
2116935,76234,"DECATUR, TX",611,4,4,0,0,0,0,0,0,0,0,DECATUR,TX,WISE
2116760,76233,"COLLINSVILLE, TX",813,3,0,0,0,0,0,0,0,0,0,COLLINSVILLE,TX,GRAYSON
2116735,76230,"BOWIE, TX",813,12,8,3,0,0,0,0,0,0,0,BOWIE,TX,MONTAGUE
2116716,76230,"BOWIE, TX",624,6,0,4,0,0,0,0,0,0,0,BOWIE,TX,MONTAGUE
2116618,76227,"AUBREY, TX",813,20,15,0,0,0,0,0,0,0,0,AUBREY,TX,DENTON
2116577,76227,"AUBREY, TX",624,14,3,0,4,4,0,0,0,0,0,AUBREY,TX,DENTON
2116394,76226,"ARGYLE, TX",813,35,25,4,0,3,0,0,0,0,0,ARGYLE,TX,DENTON
2116354,76226,"ARGYLE, TX",624,16,8,0,0,6,0,0,0,0,0,ARGYLE,TX,DENTON
2116327,76226,"ARGYLE, TX",611,16,13,0,0,0,0,0,0,0,0,ARGYLE,TX,DENTON
2116133,76225,"ALVORD, TX",813,4,3,0,0,0,0,0,0,0,0,ALVORD,TX,WISE
2116111,76210,"DENTON, TX",813,17,8,4,3,0,0,0,0,0,0,DENTON,TX,DENTON
2116074,76210,"DENTON, TX",624,16,6,0,3,5,0,0,0,0,0,DENTON,TX,DENTON
2116030,76210,"DENTON, TX",611,15,8,0,0,4,0,0,0,0,0,DENTON,TX,DENTON
2115865,76209,"DENTON, TX",813,18,10,0,3,0,0,0,0,0,0,DENTON,TX,DENTON
2115837,76209,"DENTON, TX",624,6,0,0,4,0,0,0,0,0,0,DENTON,TX,DENTON
2115759,76208,"DENTON, TX",813,6,4,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115733,76208,"DENTON, TX",624,4,0,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115715,76208,"DENTON, TX",611,4,0,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115600,76207,"DENTON, TX",813,8,4,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115583,76207,"DENTON, TX",624,5,0,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115567,76207,"DENTON, TX",611,3,0,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115453,76206,"DENTON, TX",813,3,3,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115445,76205,"DENTON, TX",813,13,7,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115404,76205,"DENTON, TX",624,8,3,3,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115384,76205,"DENTON, TX",611,6,3,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115173,76202,"DENTON, TX",813,7,6,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2115152,76201,"DENTON, TX",813,45,23,11,8,0,0,0,0,0,0,DENTON,TX,DENTON
2115097,76201,"DENTON, TX",624,34,10,7,12,4,0,0,0,0,0,DENTON,TX,DENTON
2115058,76201,"DENTON, TX",611,3,0,0,0,0,0,0,0,0,0,DENTON,TX,DENTON
2114848,76185,"FORT WORTH, TX",813,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2114834,76182,"NORTH RICHLAND HILLS, TX",813,19,14,0,0,0,0,0,0,0,0,NORTH RICHLAND HILLS,TX,TARRANT
2114800,76182,"NORTH RICHLAND HILLS, TX",624,10,3,0,6,0,0,0,0,0,0,NORTH RICHLAND HILLS,TX,TARRANT
2114785,76182,"NORTH RICHLAND HILLS, TX",611,8,5,0,0,0,0,0,0,0,0,NORTH RICHLAND HILLS,TX,TARRANT
2114647,76180,"NORTH RICHLAND HILLS, TX",813,31,23,0,0,0,0,0,0,0,0,NORTH RICHLAND HILLS,TX,TARRANT
2114605,76180,"NORTH RICHLAND HILLS, TX",624,20,7,9,3,0,0,0,0,0,0,NORTH RICHLAND HILLS,TX,TARRANT
2114572,76180,"NORTH RICHLAND HILLS, TX",611,11,6,0,0,0,0,0,0,0,0,NORTH RICHLAND HILLS,TX,TARRANT
2114353,76179,"FORT WORTH, TX",813,32,18,7,5,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2114314,76179,"FORT WORTH, TX",624,11,4,0,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2114290,76179,"FORT WORTH, TX",611,12,7,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2114075,76177,"FORT WORTH, TX",813,10,7,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2114031,76177,"FORT WORTH, TX",624,7,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2114017,76177,"FORT WORTH, TX",611,6,0,0,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113780,76164,"FORT WORTH, TX",813,9,3,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113748,76164,"FORT WORTH, TX",624,4,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113645,76162,"FORT WORTH, TX",813,4,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113639,76161,"FORT WORTH, TX",813,3,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113611,76155,"FORT WORTH, TX",611,4,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113488,76148,"FORT WORTH, TX",813,14,9,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113454,76148,"FORT WORTH, TX",624,4,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113436,76148,"FORT WORTH, TX",611,8,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113302,76147,"FORT WORTH, TX",813,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113294,76140,"FORT WORTH, TX",813,14,8,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113263,76140,"FORT WORTH, TX",624,11,5,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2113047,76137,"FORT WORTH, TX",813,23,15,0,0,4,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112994,76137,"FORT WORTH, TX",624,23,11,0,6,4,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112969,76137,"FORT WORTH, TX",611,10,3,0,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112760,76135,"FORT WORTH, TX",813,16,10,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112730,76135,"FORT WORTH, TX",624,7,0,0,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112553,76134,"FORT WORTH, TX",813,13,7,4,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112524,76134,"FORT WORTH, TX",624,6,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112518,76134,"FORT WORTH, TX",611,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112439,76133,"FORT WORTH, TX",813,33,18,7,5,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112402,76133,"FORT WORTH, TX",624,21,13,5,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112377,76133,"FORT WORTH, TX",611,10,4,0,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112214,76132,"FORT WORTH, TX",813,10,6,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112166,76132,"FORT WORTH, TX",624,12,4,0,4,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2112116,76132,"FORT WORTH, TX",611,14,3,3,3,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111915,76131,"FORT WORTH, TX",813,7,4,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111875,76131,"FORT WORTH, TX",624,9,0,0,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111862,76131,"FORT WORTH, TX",611,4,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111717,76127,"NAVAL AIR STATION JRB, TX",611,3,0,0,0,0,0,0,0,0,0,NAVAL AIR STATION JRB,TX,TARRANT
2111700,76126,"FORT WORTH, TX",813,21,11,6,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111673,76126,"FORT WORTH, TX",624,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111659,76126,"FORT WORTH, TX",611,7,5,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111499,76124,"FORT WORTH, TX",813,4,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111491,76123,"FORT WORTH, TX",813,17,8,3,0,0,3,0,0,0,0,FORT WORTH,TX,TARRANT
2111465,76123,"FORT WORTH, TX",624,14,5,4,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111384,76121,"FORT WORTH, TX",813,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111377,76120,"FORT WORTH, TX",813,10,6,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111356,76120,"FORT WORTH, TX",624,7,0,0,5,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111342,76120,"FORT WORTH, TX",611,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111269,76119,"FORT WORTH, TX",813,36,19,9,5,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111235,76119,"FORT WORTH, TX",624,22,5,10,5,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2111019,76118,"FORT WORTH, TX",813,11,6,5,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110998,76118,"FORT WORTH, TX",624,7,5,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110990,76118,"FORT WORTH, TX",611,6,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110802,76117,"HALTOM CITY, TX",813,25,15,6,3,0,0,0,0,0,0,HALTOM CITY,TX,TARRANT
2110761,76117,"HALTOM CITY, TX",624,4,0,0,0,0,0,0,0,0,0,HALTOM CITY,TX,TARRANT
2110749,76117,"HALTOM CITY, TX",611,7,6,0,0,0,0,0,0,0,0,HALTOM CITY,TX,TARRANT
2110494,76116,"FORT WORTH, TX",813,29,20,0,5,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110432,76116,"FORT WORTH, TX",624,17,7,4,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110389,76116,"FORT WORTH, TX",611,17,6,6,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110065,76115,"FORT WORTH, TX",813,18,8,7,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110034,76115,"FORT WORTH, TX",624,5,4,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2110025,76115,"FORT WORTH, TX",611,5,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109897,76114,"FORT WORTH, TX",813,17,13,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109862,76114,"FORT WORTH, TX",624,4,0,0,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109851,76114,"FORT WORTH, TX",611,4,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109723,76112,"FORT WORTH, TX",813,21,15,5,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109684,76112,"FORT WORTH, TX",624,27,14,8,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109663,76112,"FORT WORTH, TX",611,3,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109503,76111,"FORT WORTH, TX",813,17,10,4,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109471,76111,"FORT WORTH, TX",624,15,5,0,3,0,4,0,0,0,0,FORT WORTH,TX,TARRANT
2109456,76111,"FORT WORTH, TX",611,8,5,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109259,76110,"FORT WORTH, TX",813,21,13,0,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109219,76110,"FORT WORTH, TX",624,11,6,0,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109205,76110,"FORT WORTH, TX",611,5,3,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2109006,76109,"FORT WORTH, TX",813,33,19,3,4,3,4,0,0,0,0,FORT WORTH,TX,TARRANT
2108961,76109,"FORT WORTH, TX",624,20,9,4,3,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108925,76109,"FORT WORTH, TX",611,15,5,3,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108718,76108,"FORT WORTH, TX",813,29,15,8,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108677,76108,"FORT WORTH, TX",624,10,5,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108657,76108,"FORT WORTH, TX",611,10,5,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108479,76107,"FORT WORTH, TX",813,53,31,12,5,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108401,76107,"FORT WORTH, TX",624,27,12,4,0,5,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108353,76107,"FORT WORTH, TX",611,23,12,5,4,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2108022,76106,"FORT WORTH, TX",813,7,4,3,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107997,76106,"FORT WORTH, TX",624,5,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107987,76106,"FORT WORTH, TX",611,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107785,76105,"FORT WORTH, TX",813,21,12,5,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107769,76105,"FORT WORTH, TX",624,13,5,0,5,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107760,76105,"FORT WORTH, TX",611,6,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107681,76104,"FORT WORTH, TX",813,27,18,5,0,3,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107630,76104,"FORT WORTH, TX",624,22,8,0,4,5,3,0,0,0,0,FORT WORTH,TX,TARRANT
2107575,76104,"FORT WORTH, TX",611,15,11,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107384,76103,"FORT WORTH, TX",813,13,6,4,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107361,76103,"FORT WORTH, TX",624,14,4,6,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2107266,76102,"FORT WORTH, TX",813,54,26,10,7,6,3,0,0,0,0,FORT WORTH,TX,TARRANT
2107216,76102,"FORT WORTH, TX",624,25,11,4,0,5,3,0,0,0,0,FORT WORTH,TX,TARRANT
2107187,76102,"FORT WORTH, TX",611,8,7,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2106960,76101,"FORT WORTH, TX",813,3,0,0,0,0,0,0,0,0,0,FORT WORTH,TX,TARRANT
2106933,76098,"AZLE, TX",813,3,0,0,0,0,0,0,0,0,0,AZLE,TX,PARKER
2106892,76092,"SOUTHLAKE, TX",813,29,15,6,0,0,0,0,0,0,0,SOUTHLAKE,TX,TARRANT
2106830,76092,"SOUTHLAKE, TX",624,30,10,5,4,10,0,0,0,0,0,SOUTHLAKE,TX,TARRANT
2106782,76092,"SOUTHLAKE, TX",611,41,18,8,7,8,0,0,0,0,0,SOUTHLAKE,TX,TARRANT
2106422,76088,"WEATHERFORD, TX",813,13,9,3,0,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2106401,76088,"WEATHERFORD, TX",624,5,0,0,0,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2106280,76087,"WEATHERFORD, TX",813,24,12,4,6,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2106237,76087,"WEATHERFORD, TX",624,5,0,0,0,4,0,0,0,0,0,WEATHERFORD,TX,PARKER
2106222,76087,"WEATHERFORD, TX",611,5,3,0,0,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2106015,76086,"WEATHERFORD, TX",813,34,19,8,4,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2105968,76086,"WEATHERFORD, TX",624,19,4,0,9,4,0,0,0,0,0,WEATHERFORD,TX,PARKER
2105931,76086,"WEATHERFORD, TX",611,6,0,0,0,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2105680,76085,"WEATHERFORD, TX",813,4,3,0,0,0,0,0,0,0,0,WEATHERFORD,TX,PARKER
2105607,76084,"VENUS, TX",813,3,0,0,0,0,0,0,0,0,0,VENUS,TX,JOHNSON
2105548,76082,"SPRINGTOWN, TX",813,13,9,0,3,0,0,0,0,0,0,SPRINGTOWN,TX,PARKER
2105525,76082,"SPRINGTOWN, TX",624,7,0,4,0,0,0,0,0,0,0,SPRINGTOWN,TX,PARKER
2105419,76078,"RHOME, TX",813,5,3,0,0,0,0,0,0,0,0,RHOME,TX,WISE
2105411,76078,"RHOME, TX",624,3,0,0,0,0,0,0,0,0,0,RHOME,TX,WISE
2105345,76073,"PARADISE, TX",813,5,3,0,0,0,0,0,0,0,0,PARADISE,TX,WISE
2105308,76071,"NEWARK, TX",813,4,0,0,0,0,0,0,0,0,0,NEWARK,TX,WISE
2105290,76068,"MINERAL WELLS, TX",813,3,0,0,0,0,0,0,0,0,0,MINERAL WELLS,TX,PALO PINTO
2105283,76067,"MINERAL WELLS, TX",813,22,15,6,0,0,0,0,0,0,0,MINERAL WELLS,TX,PALO PINTO
2105251,76067,"MINERAL WELLS, TX",624,10,5,0,0,0,0,0,0,0,0,MINERAL WELLS,TX,PALO PINTO
2105096,76066,"MILLSAP, TX",813,3,0,0,0,0,0,0,0,0,0,MILLSAP,TX,PARKER
2105050,76065,"MIDLOTHIAN, TX",813,35,20,7,4,3,0,0,0,0,0,MIDLOTHIAN,TX,ELLIS
2105004,76065,"MIDLOTHIAN, TX",624,24,12,3,4,3,0,0,0,0,0,MIDLOTHIAN,TX,ELLIS
2104976,76065,"MIDLOTHIAN, TX",611,12,6,0,3,0,0,0,0,0,0,MIDLOTHIAN,TX,ELLIS
2104725,76064,"MAYPEARL, TX",813,4,3,0,0,0,0,0,0,0,0,MAYPEARL,TX,ELLIS
2104695,76063,"MANSFIELD, TX",813,48,31,5,7,3,0,0,0,0,0,MANSFIELD,TX,TARRANT
2104628,76063,"MANSFIELD, TX",624,30,12,7,6,4,0,0,0,0,0,MANSFIELD,TX,TARRANT
2104570,76063,"MANSFIELD, TX",611,36,16,9,9,0,0,0,0,0,0,MANSFIELD,TX,TARRANT
2104199,76060,"KENNEDALE, TX",813,6,4,0,0,0,0,0,0,0,0,KENNEDALE,TX,TARRANT
2104185,76060,"KENNEDALE, TX",611,3,3,0,0,0,0,0,0,0,0,KENNEDALE,TX,TARRANT
2104098,76059,"KEENE, TX",611,3,0,0,0,0,0,0,0,0,0,KEENE,TX,JOHNSON
2104084,76058,"JOSHUA, TX",813,9,0,0,3,3,0,0,0,0,0,JOSHUA,TX,JOHNSON
2103955,76054,"HURST, TX",813,17,11,3,0,0,0,0,0,0,0,HURST,TX,TARRANT
2103917,76054,"HURST, TX",624,7,0,0,0,0,0,0,0,0,0,HURST,TX,TARRANT
2103887,76054,"HURST, TX",611,10,6,0,0,0,0,0,0,0,0,HURST,TX,TARRANT
2103754,76053,"HURST, TX",813,29,14,6,6,0,3,0,0,0,0,HURST,TX,TARRANT
2103712,76053,"HURST, TX",624,10,3,3,3,0,0,0,0,0,0,HURST,TX,TARRANT
2103688,76053,"HURST, TX",611,10,3,4,0,0,0,0,0,0,0,HURST,TX,TARRANT
2103444,76052,"HASLET, TX",813,8,4,0,0,0,0,0,0,0,0,HASLET,TX,TARRANT
2103421,76052,"HASLET, TX",624,7,0,0,3,0,0,0,0,0,0,HASLET,TX,TARRANT
2103249,76051,"GRAPEVINE, TX",813,33,14,6,5,6,0,0,0,0,0,GRAPEVINE,TX,TARRANT
2103171,76051,"GRAPEVINE, TX",624,25,12,3,8,0,0,0,0,0,0,GRAPEVINE,TX,TARRANT
2103115,76051,"GRAPEVINE, TX",611,35,22,7,4,0,0,0,0,0,0,GRAPEVINE,TX,TARRANT
2102699,76050,"GRANDVIEW, TX",813,11,8,0,0,0,0,0,0,0,0,GRANDVIEW,TX,JOHNSON
2102644,76049,"GRANBURY, TX",813,25,15,5,0,0,0,0,0,0,0,GRANBURY,TX,HOOD
2102604,76049,"GRANBURY, TX",624,8,3,0,0,0,0,0,0,0,0,GRANBURY,TX,HOOD
2102586,76049,"GRANBURY, TX",611,6,4,0,0,0,0,0,0,0,0,GRANBURY,TX,HOOD
2102370,76048,"GRANBURY, TX",813,38,21,7,7,0,0,0,0,0,0,GRANBURY,TX,HOOD
2102332,76048,"GRANBURY, TX",624,8,3,0,3,0,0,0,0,0,0,GRANBURY,TX,HOOD
2102289,76048,"GRANBURY, TX",611,9,7,0,0,0,0,0,0,0,0,GRANBURY,TX,HOOD
2102103,76044,"GODLEY, TX",813,4,3,0,0,0,0,0,0,0,0,GODLEY,TX,JOHNSON
2102049,76043,"GLEN ROSE, TX",813,10,8,0,0,0,0,0,0,0,0,GLEN ROSE,TX,SOMERVELL
2102029,76043,"GLEN ROSE, TX",624,4,0,0,0,0,0,0,0,0,0,GLEN ROSE,TX,SOMERVELL
2101955,76040,"EULESS, TX",813,15,8,0,0,0,0,0,0,0,0,EULESS,TX,TARRANT
2101913,76040,"EULESS, TX",624,10,0,0,6,0,0,0,0,0,0,EULESS,TX,TARRANT
2101895,76040,"EULESS, TX",611,8,6,0,0,0,0,0,0,0,0,EULESS,TX,TARRANT
2101705,76039,"EULESS, TX",813,15,8,4,0,0,0,0,0,0,0,EULESS,TX,TARRANT
2101668,76039,"EULESS, TX",624,7,4,0,0,0,0,0,0,0,0,EULESS,TX,TARRANT
2101650,76039,"EULESS, TX",611,4,0,0,0,0,0,0,0,0,0,EULESS,TX,TARRANT
2101492,76036,"CROWLEY, TX",813,20,11,0,4,0,0,0,0,0,0,CROWLEY,TX,TARRANT
2101452,76036,"CROWLEY, TX",624,15,9,3,0,0,0,0,0,0,0,CROWLEY,TX,TARRANT
2101436,76036,"CROWLEY, TX",611,7,4,0,0,3,0,0,0,0,0,CROWLEY,TX,TARRANT
2101285,76034,"COLLEYVILLE, TX",813,39,21,7,4,3,0,0,0,0,0,COLLEYVILLE,TX,TARRANT
2101238,76034,"COLLEYVILLE, TX",624,12,6,0,4,0,0,0,0,0,0,COLLEYVILLE,TX,TARRANT
2101198,76034,"COLLEYVILLE, TX",611,16,7,4,0,3,0,0,0,0,0,COLLEYVILLE,TX,TARRANT
2100978,76033,"CLEBURNE, TX",813,41,24,11,3,3,0,0,0,0,0,CLEBURNE,TX,JOHNSON
2100938,76033,"CLEBURNE, TX",624,6,0,0,0,0,0,0,0,0,0,CLEBURNE,TX,JOHNSON
2100904,76033,"CLEBURNE, TX",611,3,3,0,0,0,0,0,0,0,0,CLEBURNE,TX,JOHNSON
2100710,76031,"CLEBURNE, TX",813,13,7,0,3,0,0,0,0,0,0,CLEBURNE,TX,JOHNSON
2100689,76031,"CLEBURNE, TX",624,4,0,0,0,0,0,0,0,0,0,CLEBURNE,TX,JOHNSON
2100675,76031,"CLEBURNE, TX",611,3,0,0,0,0,0,0,0,0,0,CLEBURNE,TX,JOHNSON
2100554,76028,"BURLESON, TX",813,37,21,4,6,5,0,0,0,0,0,BURLESON,TX,JOHNSON
2100493,76028,"BURLESON, TX",624,26,8,6,7,4,0,0,0,0,0,BURLESON,TX,JOHNSON
2100444,76028,"BURLESON, TX",611,19,10,5,3,0,0,0,0,0,0,BURLESON,TX,JOHNSON
2100106,76023,"BOYD, TX",813,8,7,0,0,0,0,0,0,0,0,BOYD,TX,WISE
2100037,76022,"BEDFORD, TX",813,7,0,3,0,0,0,0,0,0,0,BEDFORD,TX,TARRANT
2100015,76022,"BEDFORD, TX",624,3,0,0,0,0,0,0,0,0,0,BEDFORD,TX,TARRANT
2099990,76022,"BEDFORD, TX",611,5,3,0,0,0,0,0,0,0,0,BEDFORD,TX,TARRANT
2099892,76021,"BEDFORD, TX",813,30,16,5,4,5,0,0,0,0,0,BEDFORD,TX,TARRANT
2099853,76021,"BEDFORD, TX",624,17,5,0,8,0,0,0,0,0,0,BEDFORD,TX,TARRANT
2099823,76021,"BEDFORD, TX",611,14,9,4,0,0,0,0,0,0,0,BEDFORD,TX,TARRANT
2099621,76020,"AZLE, TX",813,20,10,6,3,0,0,0,0,0,0,AZLE,TX,TARRANT
